Basic Income, Rent, Food, Transportation, Utilities, Clothing, Leisure, Healthcare, People
130710,36358,78211,15941,15566,6990,3543,6086,2
180980,31657,61816,21174,10813,12309,3128,7560,3
165545,25313,54819,15552,28646,7541,3507,10090,4
270753,47616,46570,22573,8496,11902,4852,10458,1
447212,52450,50794,20935,15312,13128,7738,11392,2
289887,51307,61592,33016,7955,10609,12837,21140,3
304982,51769,70919,44898,17866,22059,9225,19630,4
48280,14862,10255,4462,3216,2022,977,1461,1
64676,19931,12992,5057,4140,2520,1695,2013,2
34749,13358,18785,7861,5125,2893,1410,4080,3
47367,19411,18997,11841,2981,3740,2129,2887,4
147907,50407,13626,7954,6117,3277,2278,3258,1
105889,43706,23449,7644,4458,3227,1621,3335,2
62412,33125,22702,13225,7788,4240,3354,4587,3
134351,53260,39360,15610,8896,7141,3517,6571,4
126150,14765,26182,6878,9522,3647,2697,4283,1
173782,25373,37592,15008,7666,4514,4494,5104,2
109678,17946,34735,16664,12905,5532,5902,7266,3
222461,16783,57107,13663,13583,6024,2893,7244,4
235264,37028,32688,18567,6564,4029,5286,10183,1
183213,42785,51294,19854,10129,5549,4711,10408,2
161535,44285,48219,22560,16693,6102,5591,8386,3
191407,47363,41571,16939,23871,8000,5891,8571,4
244909,48787,57441,29212,8343,10899,4953,10335,1
298148,44195,71050,25449,17730,12791,6039,14409,2
230514,30545,75446,41385,21949,11146,6848,14325,3
263435,44225,59568,32521,24804,18530,11886,15048,4
73924,24355,8166,4745,1700,1492,1170,1799,1
39368,21068,16331,7387,3046,1914,978,3092,2
71088,12856,17223,11873,7415,4316,1711,2088,3
57778,21462,25422,5098,7591,5146,2761,4675,4
68616,40987,11370,7557,3799,3657,1216,4011,1
95934,37496,22147,12599,7669,5325,1979,4093,2
64898,71589,18418,7997,10053,4148,2749,5058,3
184320,25242,28131,6460,5134,5195,4679,9308,4
133915,21692,42883,9004,6340,5872,5321,6555,1
138795,22186,33036,10441,8396,3962,2200,4735,2
99813,21251,26602,16051,12996,6335,4744,6301,3
137807,16231,45135,15418,10222,4949,5259,9990,4
144794,39885,26367,15801,11140,7863,5447,7764,1
178101,41370,75123,13831,11491,9261,3948,6338,2
139534,38675,71555,21832,8302,10674,3324,8704,3
171287,38445,37784,27389,22051,8005,3191,6787,4
310479,39454,45231,16369,7702,15514,3924,11982,1
445743,57999,34344,31520,23038,12294,7032,10046,2
259146,76804,51861,40427,13781,7851,12694,22202,3
272442,48952,58981,32217,22895,28299,8024,19776,4
64325,17809,7203,6421,4160,2228,1062,2331,1
57105,19893,20421,5091,5140,2562,1141,2088,2
47464,20013,20500,7960,4690,4852,2162,3249,3
42203,21329,15322,10639,5519,3156,1598,3098,4
86894,74353,20793,7735,4076,3095,1916,4982,1
58756,35791,18173,10298,4562,2765,2124,4368,2
95434,49315,22861,12933,6792,6307,2871,3953,3
122431,59511,72995,21552,6030,5962,3175,6926,4
172873,14819,23930,8053,5770,3345,3050,4282,1
124107,24660,26141,13668,8569,3663,3655,4620,2
68430,19379,29770,10389,9497,7964,3611,5754,3
147669,16133,31722,23177,7949,4602,3463,6207,4
200841,38228,36536,18876,9267,4613,3834,7006,1
155176,32533,40487,13542,13447,11570,4538,11203,2
131015,75050,49319,17756,11152,8050,5590,5813,3
173744,53518,67566,15883,16369,8603,6330,10586,4
279911,35627,40849,22538,16260,10935,5862,9717,1
275662,30961,39684,30866,10766,11456,7635,10430,2
258159,36481,63195,32397,23587,15812,7509,14441,3
139122,41194,65792,41416,17600,13325,14513,10256,4
78366,16155,9150,3013,2232,1276,852,1747,1
47522,20598,10241,7181,3032,1525,1446,2547,2
62456,21971,19605,8210,5934,3628,3588,1931,3
48944,15589,26381,7195,4772,4050,2673,5388,4
83793,61134,12140,9155,3984,3182,1104,5287,1
91874,48388,19537,8879,7616,3032,2614,4291,2
56248,48438,26599,8424,9770,4103,2559,5425,3
174757,33192,24565,9700,8268,11411,3597,10365,4
180577,22216,28395,6265,6775,5356,2993,4987,1
136316,22320,26969,10716,10166,5349,2798,5216,2
110230,18922,24141,14099,7714,5696,4189,8730,3
164808,22285,42137,19172,10486,4598,4474,8501,4
144408,44596,31246,11291,12306,5549,5741,4633,1
213718,47497,69649,13997,14167,5613,3293,4961,2
184396,67552,38976,13689,12545,8187,3705,6164,3
161669,35158,67187,29749,19994,7120,3638,12383,4
303094,41553,41686,18059,11307,6430,4395,10046,1
396442,35857,58774,30821,19124,12388,6707,12991,2
188344,75277,77126,30104,15867,8000,10284,17569,3
438003,58791,115414,50657,16671,16450,10536,29513,4
55309,14076,12072,3811,3458,2908,979,2046,1
35619,13488,14365,5740,3678,2210,1208,2585,2
35001,24706,18313,6892,4919,2633,1311,2210,3
41869,20609,19741,12731,7545,3199,2415,2751,4
110053,53323,18722,6067,5206,1973,2315,4053,1
83372,24483,27305,4865,6231,3692,2264,4134,2
80529,44686,42055,7075,6297,5185,1595,4862,3
141188,48385,33252,16503,9750,5388,3796,8241,4
142354,14361,29989,9915,7643,2374,2464,5320,1
137158,12488,31512,12329,9583,2922,4242,4947,2
100632,16774,38098,13769,12667,8185,3676,6918,3
155511,21815,24192,12981,8701,6072,3890,5096,4
170679,46762,21318,21095,11220,5070,3573,10436,1
217135,48861,34312,19107,12302,8718,5302,8845,2
180410,50657,36657,15739,11445,6338,6539,8209,3
168554,63271,37927,16927,17262,6923,4729,7728,4
211895,51444,51778,16838,10715,7781,3534,7452,1
320178,47981,59549,26115,16010,10254,6152,12454,2
366761,48482,60972,26284,23723,15581,4753,20869,3
153714,32138,54413,34538,30348,21551,6715,15778,4
87861,14295,13247,4990,1625,1364,1357,1831,1
24125,14558,10650,5885,2775,2214,1050,2564,2
52676,15021,14835,9577,6184,3542,2099,2306,3
36422,18199,53172,5488,8259,2945,2402,5631,4
65452,46784,9986,7414,6243,3523,1539,7555,1
48280,41710,22173,8732,7390,4088,2639,5172,2
56562,65445,14200,7986,12221,4368,3725,3877,3
210904,34545,19666,8453,8054,5692,4575,6686,4
182886,18942,28823,7415,8330,3506,5443,8332,1
115525,13087,27319,16359,10712,5708,2494,4487,2
119222,24997,29354,18667,7054,5711,4300,5877,3
145951,15666,45797,13257,6510,6438,4454,9366,4
184059,67449,30457,20958,12341,10681,5179,6861,1
211505,53899,67224,10189,13356,5747,4963,6776,2
197576,34205,83217,14436,12496,10089,3204,6812,3
166846,25321,28275,31282,17734,7793,3984,8632,4
311703,29856,37693,18841,6825,10165,6121,8259,1
554175,56363,45329,18568,15672,9235,7575,13181,2
209203,67332,52844,34352,13508,4852,8424,24416,3
453584,27064,71272,51013,15920,21958,12624,20304,4
61695,11665,11883,4797,3765,3118,1603,2216,1
59260,16094,14221,6499,6318,3332,975,2320,2
50173,12333,17330,8501,7470,4814,1605,2823,3
55349,19698,21562,6670,6429,2758,2034,3575,4
86342,54678,15242,10685,4712,3582,1639,3987,1
42030,24481,17321,9598,5820,4647,2531,6979,2
97963,46124,20805,5822,7487,6026,1934,3416,3
152597,45162,37700,17877,7813,5684,1791,9079,4
153126,14575,27065,9644,7645,3750,3809,3428,1
122853,22463,34142,14325,5621,4184,4285,4049,2
62837,19658,38508,10381,10310,7827,3687,5608,3
134550,17967,46313,15664,8175,7230,4949,6739,4
161098,33768,38406,17867,8909,5946,4078,8819,1
308066,37826,47753,15486,10021,8506,4347,10442,2
157787,90360,43102,19777,8746,6096,4677,6450,3
153681,76800,49474,12660,18951,10237,5371,12202,4
307160,53772,34069,25241,15506,15889,7908,5854,1
243949,37658,65199,26424,13222,15017,7848,14487,2
272484,33637,52738,33374,22642,15690,5667,9328,3
212900,65861,57896,28584,23847,16602,9855,14259,4
58803,17152,11389,3925,1272,1204,938,1326,1
46514,23761,11503,7080,2485,1567,915,2645,2
57188,12878,16004,18703,8480,3433,2205,2951,3
69595,17133,19250,6975,6724,4760,2442,4667,4
83803,62763,13734,7813,3469,2642,2053,4824,1
96143,46496,16761,9943,5971,3257,2628,3639,2
71067,31315,28035,10948,13490,4360,3269,6321,3
132653,49273,16559,13228,4676,7344,3991,6821,4
118359,18361,35813,9824,4147,2764,3114,6649,1
182450,10468,25970,10241,8727,5444,2641,5556,2
106538,12761,36293,12961,10750,7327,5582,8778,3
190795,19226,58522,20055,5440,6200,3587,7813,4
154129,40854,30082,20227,9297,7857,4365,7890,1
164337,47244,62441,15865,13715,9053,3082,8248,2
147229,50827,48301,17532,11331,6683,3384,9537,3
229661,27322,40965,37449,19111,9271,4863,12708,4
194716,51862,32937,22245,8745,10711,3339,8957,1
450003,45608,53560,21362,14522,10602,5441,12284,2
246134,42385,64025,35792,15132,11957,10276,26177,3
278015,48702,59086,43811,22246,19000,10799,22507,4
59753,20062,11589,4268,3030,3047,1175,1625,1
53669,21243,11805,6709,3875,2701,1452,1818,2
48610,15410,18097,9222,6986,4270,2407,3388,3
45003,19510,22479,10549,6031,4224,3279,2567,4
90445,28333,18367,8334,5157,2783,2039,4242,1
104578,40604,22755,6889,4453,2845,1916,3448,2
82559,46615,20599,9217,7792,4993,1703,6513,3
126297,79016,28591,17212,7993,5013,2440,7226,4
125736,17665,24373,9745,7453,2953,4572,2215,1
173590,20089,47262,10325,6755,3847,3844,6247,2
70148,17755,39697,14591,8286,7238,3893,7381,3
166852,14659,38956,21730,9745,9703,3245,6012,4
151667,53888,19840,20823,10584,4222,4632,7493,1
201860,39476,50840,35353,9339,5867,4178,8288,2
135222,63453,60502,19242,17173,8110,6441,9770,3
204621,49275,75993,23826,14502,12107,4974,8633,4
289239,35448,45264,22710,14693,13436,4248,12143,1
277039,52589,48964,31548,18279,14056,8584,9244,2
376558,49842,49153,20160,23493,17957,7624,15143,3
297780,33795,72329,46036,24260,12960,8263,16306,4
68016,14407,12608,4979,1434,2161,1025,1849,1
26499,13974,22826,8630,3565,3302,551,2324,2
48823,15090,15877,10887,5001,4768,2074,2346,3
52418,19838,38214,5314,8726,3217,3392,4140,4
78639,51476,14338,7877,5168,3993,960,3635,1
136162,48309,17344,9811,8476,3583,1962,4677,2
67624,61788,18636,8696,12079,4920,2742,5993,3
174020,29824,19468,10013,4450,7081,4026,5565,4
155885,32389,35155,10691,8855,3591,4051,6038,1
163058,14818,35440,11216,6682,5424,2269,5180,2
75911,20451,27037,16013,11610,6419,3558,8173,3
152132,20880,31424,11566,7701,7092,2976,11116,4
194423,49925,34182,12389,10338,7701,4164,7805,1
160913,54548,74877,15088,13834,6380,3855,9538,2
169569,31388,63144,14893,13383,9918,4260,8293,3
201743,29593,46755,23376,18358,8521,3903,9623,4
401978,29081,39915,18703,12453,7127,4423,9443,1
362243,45404,54562,20148,17017,13002,6326,10000,2
163616,44036,58770,50887,10941,8498,10041,27336,3
370355,64860,59878,46074,22720,24594,8490,25399,4
54591,15137,16297,4397,3242,2443,974,1572,1
45666,11841,15179,7934,4542,2637,1442,1637,2
57079,12049,24896,11282,4849,2164,2134,2910,3
57873,12844,10698,10903,4082,4221,1747,2953,4
105086,45696,19166,7834,4794,5007,2462,3340,1
93789,27289,16024,8393,7141,2682,2194,5883,2
83200,49759,35449,9763,5472,5012,2255,4832,3
99634,54064,47900,17040,5774,4489,2794,8641,4
148536,14280,35118,10949,7895,4665,3101,4722,1
119325,20122,40216,15632,6215,3966,3134,5214,2
57557,15670,36063,11398,7468,5848,3663,8940,3
109882,17539,30393,23686,9028,5616,4602,6609,4
122198,42302,31047,27427,12907,7190,2920,9419,1
125160,39836,49639,17828,10368,4802,5315,12630,2
192400,59240,48840,17507,13956,9588,5371,8027,3
213087,51382,46031,15014,14805,10930,4138,7822,4
255020,40928,24684,19286,12970,13958,3650,11447,1
294993,51734,47149,19744,17236,11470,8103,14691,2
332160,31886,77425,24859,29015,13993,5068,20487,3
225759,41434,98113,30295,15614,12588,16547,12681,4
44909,27013,6737,3749,2066,1315,852,1807,1
30686,13038,13140,7989,2564,1779,1086,2645,2
48958,16856,14948,17104,7731,3147,1819,1975,3
66946,12794,29988,5180,6444,3759,2426,4867,4
68417,62008,15815,5664,6614,2330,1416,2898,1
62802,45340,14347,13011,10191,4466,1182,4289,2
52919,53324,40919,8189,10693,3916,2276,4513,3
137431,31069,32154,12255,8217,7478,3015,7435,4
129147,22356,30151,4234,7514,4308,4754,7249,1
140288,21186,36543,7525,9175,4689,1866,4581,2
134228,14754,31386,18116,9539,6210,4342,4412,3
157198,17840,51619,18705,8036,7152,5466,5030,4
130712,38819,38632,15459,9346,7083,3387,5703,1
262174,22087,65021,19458,10837,5604,2101,8173,2
177457,56946,45920,23891,8885,8966,2102,9882,3
155483,45088,33091,26887,29892,7230,3959,9931,4
317852,39598,45348,16188,6199,6953,4917,7131,1
552376,36123,57897,32836,16515,7578,5603,12809,2
310899,60162,51529,25397,11010,7660,9683,19134,3
312531,46537,93078,62403,24537,13379,6702,21242,4
46506,16566,6499,2322,3272,2001,1138,1283,1
56003,25509,14725,4598,3821,2033,1440,1877,2
41157,23193,18438,12157,4977,4395,1115,2525,3
36074,19742,14767,11771,6100,3703,1913,2606,4
58623,53419,16371,6911,4273,2866,2033,3906,1
95190,37192,31014,9759,4356,4556,1821,6042,2
56250,42544,26144,19713,5860,8594,1771,4317,3
143094,71491,32753,17517,10388,4654,2756,5462,4
176216,19785,17525,7218,8227,4678,2867,3158,1
116468,16063,32212,11780,7841,3520,5291,5726,2
123048,13113,42694,9375,10910,8232,3386,8909,3
154779,16664,28445,34651,10894,6491,3918,6790,4
151980,51271,20469,18132,14959,4826,3428,6579,1
269790,40237,44476,17614,13792,6341,6165,6248,2
170107,73219,43285,17045,9077,9691,4980,5790,3
157300,74943,50676,22422,19409,8081,7692,6678,4
187456,40906,37531,20483,10152,17389,4344,6734,1
227009,37722,58149,31651,15501,8922,7098,14386,2
463827,65670,68041,30662,32846,12205,5897,18924,3
223603,39420,68885,32865,23666,27434,10207,12554,4
77891,22457,10126,2859,1606,1666,1104,1612,1
25728,17812,11530,6674,3280,2838,1123,2603,2
52174,15018,13876,10587,7554,3438,2258,1773,3
62517,13127,35796,6507,9050,3846,2053,7267,4
84730,20794,15337,9221,5157,3287,1118,4573,1
104751,45755,11694,11029,6732,2581,1367,3872,2
67364,71018,19081,6728,13659,5202,4713,7775,3
123838,20379,17914,9250,8625,7943,4664,5902,4
174955,19046,28633,12596,8220,3844,6358,8541,1
156070,19970,39460,9405,10832,3434,2289,3512,2
79159,19215,28013,18485,15600,5883,3893,6747,3
133273,12673,27421,18107,5808,7692,3662,7454,4
178511,58784,24125,16481,6366,6915,6028,5833,1
223532,37366,89271,12123,12038,7507,3590,8096,2
170447,44818,70277,17987,16443,9009,2350,7849,3
147434,23663,39091,25735,24405,8016,3881,4682,4
306084,45339,52970,16785,7605,10689,3364,6773,1
437942,43236,60078,22782,16165,10560,6183,10129,2
223011,67946,81617,54931,11383,4999,11006,15035,3
450582,40779,83585,36928,20401,23888,7549,21500,4
40281,14238,16876,5268,3055,2667,1021,1442,1
64342,12599,15112,7806,5999,3375,818,1896,2
37966,17658,15461,13940,3624,3794,1651,3318,3
35674,18879,20232,12228,5499,5129,1834,4622,4
112908,39504,15959,8958,5967,3037,1631,6066,1
86642,36839,23718,10815,7637,6278,3506,5477,2
54156,59765,25587,11251,8571,6385,2222,4367,3
139195,42923,54267,9563,5599,7068,3653,9855,4
164493,11639,23487,9357,6829,3254,3602,2939,1
145872,23538,39166,11669,8138,4481,2856,6006,2
67294,12803,43726,14802,8752,7127,4083,5198,3
135173,20108,46069,21282,5598,6793,4786,6756,4
138551,48355,41730,15952,10303,4747,2853,9684,1
229925,37606,58369,15363,11804,6617,4542,9540,2
160234,60650,59626,28532,12665,8576,7655,6174,3
194291,44472,58466,14316,23989,8821,6280,9095,4
331768,61975,36358,30696,16721,12355,6702,5689,1
256007,37464,41221,31171,13482,13299,7115,15009,2
316778,38027,43489,33320,25952,20531,5636,9290,3
129268,38306,63813,25614,17646,11399,11281,13721,4
46276,21500,7642,3503,2723,1635,843,1708,1
51560,18512,15870,5783,2888,2172,1551,2961,2
60731,18568,19287,9965,4121,2498,2112,3638,3
53756,19493,20830,12973,4820,2687,2272,3418,4
93803,52303,23443,5259,4546,2708,1890,3772,1
76315,53826,23386,13097,4720,2940,1872,5460,2
104204,47652,24485,15728,8023,5999,3461,7511,3
120776,51800,36284,19449,9549,3628,3314,6144,4
116099,19733,36860,7749,7563,3571,2507,4481,1
188506,14739,41837,11674,10488,4894,3071,7766,2
165345,17373,42593,12513,9824,4892,3676,6213,3
170990,15649,41111,19116,7614,6753,2943,8868,4
179813,42983,36503,11401,8473,4411,3597,6451,1
222342,32716,50502,18175,12389,7811,6654,8521,2
194491,43575,54581,23216,17936,5412,4160,8244,3
154995,36892,48866,22795,16052,5856,6576,6344,4
373635,63159,45530,20870,15373,9414,4418,11704,1
290112,58660,67035,26368,18220,15599,5758,19291,2
347524,42581,60652,29010,18611,13565,7424,20290,3
373737,50527,50117,31334,23427,22537,9353,18028,4
54567,18396,9382,4071,1783,1687,1022,1949,1
33997,18893,12011,6956,2964,2076,1100,3040,2
64614,13521,18116,12193,7404,3396,2781,2728,3
51549,15994,27709,7954,6527,3836,2566,6020,4
84035,49190,14860,7043,4379,3350,1394,4872,1
93565,41014,21751,10593,7054,3609,2214,4895,2
74363,63148,22711,8438,11041,3535,2731,5704,3
150811,34876,24951,11680,7038,7984,4136,7356,4
153123,22076,32796,8539,8470,4088,4014,6218,1
158094,19091,29450,11681,8790,5364,2433,5053,2
131361,18541,31068,14114,9551,6566,4505,8094,3
144547,16842,51547,17350,8699,6687,5064,7377,4
199847,43029,31889,17860,10837,7169,4591,6274,1
179825,47362,71695,15541,15386,6674,3970,7760,2
168163,45262,51116,21444,10381,8806,3357,6834,3
198456,33535,52380,25423,23262,8239,3831,9708,4
289911,41568,42516,18433,9070,10391,4078,9510,1
453728,44308,62986,23064,18213,10521,7002,12066,2
233503,53239,61000,35417,14166,9008,11217,19822,3
340192,43027,83750,43592,21578,19899,8706,20779,4
55691,16842,10462,4513,3094,2264,1123,1784,1
58383,18681,14983,6697,4166,2725,1271,2472,2
43351,18268,19436,9886,5813,3245,1653,2890,3
44893,19462,20230,9723,5521,3745,2355,3052,4
98115,49346,18528,8138,5156,2821,2017,4085,1
95201,39131,25147,8732,5628,3970,2185,4637,2
86122,44558,29445,9271,7355,5636,2371,5082,3
127142,50632,41798,15461,7669,5687,3117,7616,4
133825,17106,26422,8755,8220,3448,3148,4228,1
149340,19981,35535,12469,7207,4647,4027,5699,2
104402,17502,38285,14403,9618,6162,4285,6837,3
151266,17954,44098,17502,9777,6547,3838,7173,4
188027,43503,29771,16969,10407,5670,3732,7966,1
194470,44405,44510,20417,12241,7256,4964,9804,2
170535,54772,45335,19062,13532,7502,5422,8753,3
187490,48196,54396,18598,18516,8187,5924,8916,4
287130,41079,41965,21565,13951,11276,5282,9341,1
258749,42740,55305,28520,14750,12076,6999,12693,2
306580,42070,64322,32392,21632,13772,7133,15691,3
258279,46635,66494,35461,22904,15517,10276,14143,4
65937,18073,9958,3892,1658,1546,1134,1943,1
35026,18146,13752,8117,3443,2297,894,2814,2
55696,15454,17985,11845,7263,4217,2070,2333,3
56703,16942,30261,7690,7384,4155,2821,5252,4
78778,50611,13380,6981,4781,3273,1444,5037,1
107597,42186,19725,10074,6941,3918,2263,4394,2
76262,56501,21459,7378,11472,4049,2547,5589,3
133849,33016,22058,9814,7080,7659,4239,7265,4
153271,21965,32556,8278,7322,4186,4505,6549,1
140443,17135,30312,12278,7215,4686,2379,4649,2
106535,18859,27015,15503,10162,5565,4377,8370,3
158191,19675,46040,16451,8392,6164,4016,7828,4
165499,45621,28902,18070,9650,8385,4921,6342,1
182139,44584,76852,14880,13449,6725,4000,7639,2
159515,37977,58313,17614,9870,8815,3161,7436,3
185729,29449,37480,24987,24131,7920,3754,9930,4
292907,46704,43257,17643,8482,10484,4440,8471,1
450737,49019,54616,20880,19389,10307,6922,10062,2
219459,53997,56419,41359,13134,7818,10642,23782,3
366474,42510,81536,43255,20768,20427,8375,20977,4
60913,17807,10479,5212,3316,2519,1086,2088,1
66231,14913,16113,6951,4895,3015,1053,2336,2
46258,16392,18729,8988,5297,3635,1762,3008,3
49730,21622,15368,9797,5168,3786,2172,3196,4
101339,55771,17497,8867,4947,3219,2073,4486,1
81021,35381,18891,8958,5537,4230,2192,5013,2
77837,49014,24871,9479,7141,5801,2377,4490,3
132964,47304,50787,16174,8019,5288,2943,7665,4
139350,14477,25969,9428,8276,3633,3270,4679,1
142528,20924,34891,13820,7074,4766,3689,5479,2
84177,18320,37349,14320,7924,6738,4034,6595,3
158261,17352,36546,19877,8068,7017,4103,7337,4
151809,37155,31857,18896,11131,5371,3369,8268,1
179348,43207,48811,17362,11494,7081,5242,10166,2
155801,57519,48652,18171,11884,8503,5382,7956,3
184641,53995,52243,17999,16576,8902,5981,9656,4
271228,42858,35014,25097,12862,12504,6191,9248,1
288064,43040,52399,29022,15444,14525,6376,11313,2
257746,37116,64223,32573,22041,15403,6250,15323,3
233821,47652,66014,37207,16293,15852,13677,12640,4
63611,18977,8865,4146,1916,1507,1068,2002,1
39718,19706,11492,7803,3406,1813,1212,2601,2
62451,15232,19296,11182,8868,3237,2676,2353,3
52357,16977,29287,8030,5889,4225,2654,5487,4
75587,51886,14134,7221,4551,3007,1181,4927,1
90183,47525,20413,9399,7790,3493,2429,4866,2
67494,50258,23622,9395,11331,3993,2700,6129,3
150678,29577,24673,11678,7714,8772,4177,8275,4
142223,20874,28801,6349,8675,4650,3797,6071,1
168456,20570,25829,10067,9877,5239,2734,5247,2
122668,17968,27632,12754,8925,6950,4016,7369,3
156076,20258,46332,16547,8960,6774,5567,6563,4
